id,order_id,customer_email,product_name,category,product_price,sku,supplier_name,return_reason,days_since_purchase,warehouse_location,repair_cost,damage_level,salvage_value_percent,resale_value,holding_cost,transport_cost,net_recovery_value,recommended_action,routing_destination,fraud_risk,priority_level,reuse_possible,recycling_needed,waste_reduction
258,ORD-42598,cust5807@example.com,LED TV 32 inch,Electronics,17660.41,SKU-0258,TechVista Ltd,"Product is defective, stopped working after 2 days",8,Hyderabad,294.23,Moderate Damage,52.8,9324.7,282.57,883.02,7864.88,Refurbish,Repair Center,Low,Medium,True,False,Medium
259,ORD-72080,cust8519@example.com,Python Book,Books,576.22,SKU-0259,GlobalImports,Battery drains in one hour,25,Surat,15.83,Moderate Damage,50.2,289.26,28.81,28.81,215.81,Refurbish,Repair Center,Low,Medium,True,False,Medium
260,ORD-52658,cust7890@example.com,Laptop Backpack,Electronics,1480.7,SKU-0260,GlobalImports,Product stopped working entirely,15,Mumbai,268.72,Severe Damage,12.8,189.53,44.42,74.04,-197.65,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
261,ORD-22250,cust3335@example.com,Smart Watch,Electronics,5382.58,SKU-0261,AutoParts India,Device shattered when dropped,21,Ahmedabad,859.51,Severe Damage,11.8,635.14,226.07,269.13,-719.57,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
262,ORD-93488,cust2102@example.com,LED TV 32 inch,Electronics,15214.66,SKU-0262,TechVista Ltd,Product not as described in listing,12,Ahmedabad,0,Minor Damage,75.2,11441.42,365.15,760.73,10315.54,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
263,ORD-56878,cust3167@example.com,Laptop Backpack,Electronics,1684.67,SKU-0263,GlobalImports,"Packaging damage only, product fine",21,Surat,0,Minor Damage,73.8,1243.29,70.76,84.23,1088.3,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
264,ORD-88318,cust6558@example.com,Badminton Set,Sports,961.85,SKU-0264,BookBazaar,Received damaged packaging,1,Hyderabad,0,Minor Damage,76.8,738.7,1.92,48.09,688.69,Repack and Discount,Discount Inventory Zone,Medium,High,True,False,Medium
265,ORD-57424,cust7261@example.com,Face Cream SPF,Beauty,388.64,SKU-0265,TechVista Ltd,Size doesn't fit properly,21,Pune,0,No Damage,86.8,337.34,16.32,19.43,301.59,Restock,Main Warehouse,Low,High,True,False,Low
266,ORD-83352,cust4850@example.com,Cookware Set,Home & Kitchen,1394.22,SKU-0266,BookBazaar,"Product is defective, stopped working after 2 days",24,Jaipur,329.75,Moderate Damage,50.4,702.69,66.92,69.71,236.31,Refurbish,Repair Center,Low,Medium,True,False,Medium
267,ORD-22351,cust2241@example.com,Badminton Set,Sports,797.77,SKU-0267,HomeDecor Co,Size doesn't fit properly,15,Bangalore,0,No Damage,87.8,700.44,23.93,39.89,636.62,Restock,Main Warehouse,Low,High,True,False,Low
268,ORD-70389,cust2552@example.com,Coffee Table,Furniture,5641.33,SKU-0268,SportGear India,Screen cracked during delivery,17,Delhi,1021.43,Severe Damage,12.4,699.52,191.81,282.07,-795.79,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
269,ORD-16504,cust2624@example.com,Office Chair,Furniture,8190.93,SKU-0269,HomeDecor Co,"Product is defective, stopped working after 2 days",12,Hyderabad,159.58,Moderate Damage,52.2,4275.67,196.58,409.55,3509.96,Refurbish,Repair Center,Low,Medium,True,False,Medium
270,ORD-40926,cust9203@example.com,Protein Powder,Beauty,954.6,SKU-0270,TechVista Ltd,Product not as described in listing,6,Mumbai,0,Minor Damage,76.1,726.45,11.46,47.73,667.26,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
271,ORD-37220,cust6034@example.com,Car Seat Cover,Automotive,2471.09,SKU-0271,GlobalImports,Quality much lower than expected,6,Chennai,73.0,Moderate Damage,53.1,1312.15,29.65,123.55,1085.95,Refurbish,Repair Center,Low,Medium,True,False,Medium
272,ORD-36255,cust3243@example.com,Board Game,Toys,605.86,SKU-0272,FurniWorld,Water damage inside device,27,Jaipur,10.88,Severe Damage,10.9,66.04,32.72,30.29,-7.85,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
273,ORD-53821,cust6473@example.com,Instant Pot,Home & Kitchen,3554.76,SKU-0273,BookBazaar,Water damage inside device,26,Delhi,208.78,Severe Damage,11.1,394.58,184.85,177.74,-176.79,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
274,ORD-44570,cust6252@example.com,Cotton T-Shirt,Clothing,506.96,SKU-0274,FashionHub India,Missing parts in the package,22,Surat,53.19,Moderate Damage,50.7,257.03,22.31,25.35,156.18,Refurbish,Repair Center,Low,Medium,True,False,Medium
275,ORD-19886,cust8938@example.com,Action Figure Set,Toys,300.88,SKU-0275,TechVista Ltd,Product stopped working entirely,10,Jaipur,75.1,Severe Damage,13.5,40.62,6.02,15.04,-55.54,Scrap / E-Waste,Recycling Unit,High,Low,False,True,High
276,ORD-46302,cust4530@example.com,Smart Watch,Electronics,6711.59,SKU-0276,FurniWorld,Wrong item delivered,28,Chennai,0,No Damage,85.8,5758.54,375.85,335.58,5047.11,Restock,Main Warehouse,Medium,High,True,False,Low
277,ORD-48414,cust9499@example.com,Instant Pot,Home & Kitchen,3350.5,SKU-0277,FurniWorld,Received damaged packaging,9,Ahmedabad,0,Minor Damage,75.7,2536.33,60.31,167.53,2308.49,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
278,ORD-76376,cust1976@example.com,Office Chair,Furniture,10006.12,SKU-0278,TechVista Ltd,"Product is defective, stopped working after 2 days",18,Mumbai,540.66,Moderate Damage,51.3,5133.14,360.22,500.31,3731.95,Refurbish,Repair Center,Low,Medium,True,False,Medium
279,ORD-52510,cust2155@example.com,Smart Watch,Electronics,6372.37,SKU-0279,AutoParts India,Wrong item delivered,15,Bangalore,0,No Damage,87.8,5594.94,191.17,318.62,5085.15,Restock,Main Warehouse,Low,High,True,False,Low
280,ORD-43908,cust5029@example.com,Protein Powder,Beauty,1251.55,SKU-0280,GlobalImports,"Dead on arrival, never worked",18,Kolkata,131.57,Severe Damage,12.3,153.94,45.06,62.58,-85.27,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
281,ORD-21507,cust9574@example.com,Denim Jacket,Clothing,1624.27,SKU-0281,HomeDecor Co,Device shattered when dropped,17,Hyderabad,373.1,Severe Damage,12.4,201.41,55.23,81.21,-308.13,Scrap / E-Waste,Recycling Unit,High,Low,False,True,High
282,ORD-45879,cust4914@example.com,Python Book,Books,604.88,SKU-0282,HomeDecor Co,Missing parts in the package,18,Chennai,130.21,Moderate Damage,51.3,310.3,21.78,30.24,128.07,Refurbish,Repair Center,Low,Medium,True,False,Medium
283,ORD-32538,cust9267@example.com,Protein Powder,Beauty,962.48,SKU-0283,TechVista Ltd,"Changed my mind, don't need it",20,Chennai,0,No Damage,87.0,837.36,38.5,48.12,750.74,Restock,Main Warehouse,Low,High,True,False,Low
284,ORD-17732,cust5429@example.com,Denim Jacket,Clothing,1316.77,SKU-0284,AutoParts India,"Dead on arrival, never worked",3,Hyderabad,324.55,Severe Damage,14.6,192.25,7.9,65.84,-206.04,Scrap / E-Waste,Recycling Unit,Low,High,False,True,High
285,ORD-63675,cust2904@example.com,Running Shoes,Sports,1948.22,SKU-0285,FurniWorld,Wrong color delivered,10,Surat,0,No Damage,88.5,1724.17,38.96,97.41,1587.8,Restock,Main Warehouse,Low,High,True,False,Low
286,ORD-93197,cust4242@example.com,Protein Powder,Beauty,1211.74,SKU-0286,HomeDecor Co,Received damaged packaging,9,Chennai,0,Minor Damage,75.7,917.29,21.81,60.59,834.89,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
287,ORD-26342,cust4371@example.com,Protein Powder,Beauty,1113.68,SKU-0287,HomeDecor Co,Wrong item delivered,26,Bangalore,0,No Damage,86.1,958.88,57.91,55.68,845.29,Restock,Main Warehouse,Low,High,True,False,Low
288,ORD-12497,cust9211@example.com,Bluetooth Headphones,Electronics,2639.18,SKU-0288,FurniWorld,Wrong item delivered,17,Surat,0,No Damage,87.5,2309.28,89.73,131.96,2087.59,Restock,Main Warehouse,Medium,High,True,False,Low
289,ORD-31450,cust6446@example.com,LED TV 32 inch,Electronics,15775.34,SKU-0289,FashionHub India,"Dead on arrival, never worked",13,Surat,3504.85,Severe Damage,13.1,2066.57,410.16,788.77,-2637.21,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
290,ORD-98271,cust9143@example.com,LED TV 32 inch,Electronics,18042.64,SKU-0290,HomeDecor Co,Size doesn't fit properly,24,Bangalore,0,No Damage,86.4,15588.84,866.05,902.13,13820.66,Restock,Main Warehouse,Low,High,True,False,Low
291,ORD-63687,cust2314@example.com,Laptop Backpack,Electronics,1480.23,SKU-0291,BookBazaar,Product stopped working entirely,1,Mumbai,235.8,Severe Damage,14.8,219.07,2.96,74.01,-93.7,Scrap / E-Waste,Recycling Unit,Low,High,False,True,High
292,ORD-36504,cust2213@example.com,Yoga Mat,Sports,884.0,SKU-0292,HomeDecor Co,Water damage inside device,22,Jaipur,151.39,Severe Damage,11.7,103.43,38.9,44.2,-131.06,Scrap / E-Waste,Recycling Unit,High,Low,False,True,High
293,ORD-25318,cust6500@example.com,Protein Powder,Beauty,1013.83,SKU-0293,FashionHub India,Minor scratch on the surface,18,Pune,0,Minor Damage,74.3,753.28,36.5,50.69,666.09,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
294,ORD-57746,cust4320@example.com,Instant Pot,Home & Kitchen,2994.01,SKU-0294,SportGear India,Missing parts in the package,11,Hyderabad,289.53,Moderate Damage,52.4,1568.86,65.87,149.7,1063.76,Refurbish,Repair Center,Medium,Medium,True,False,Medium
295,ORD-29410,cust1915@example.com,Wireless Gaming Mouse,Electronics,1944.69,SKU-0295,BookBazaar,Size doesn't fit properly,16,Bangalore,0,No Damage,87.6,1703.55,62.23,97.23,1544.09,Restock,Main Warehouse,Low,High,True,False,Low
296,ORD-81240,cust4814@example.com,Instant Pot,Home & Kitchen,3110.78,SKU-0296,GlobalImports,Received damaged packaging,4,Surat,0,Minor Damage,76.4,2376.64,24.89,155.54,2196.21,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
297,ORD-79077,cust9824@example.com,Badminton Set,Sports,865.59,SKU-0297,HomeDecor Co,Missing parts in the package,23,Surat,144.31,Moderate Damage,50.5,437.12,39.82,43.28,209.71,Refurbish,Repair Center,Low,Medium,True,False,Medium
298,ORD-93933,cust8749@example.com,Cotton T-Shirt,Clothing,476.35,SKU-0298,SportGear India,"Packaging damage only, product fine",5,Bangalore,0,Minor Damage,76.2,362.98,4.76,23.82,334.4,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
299,ORD-23717,cust9651@example.com,Python Book,Books,629.87,SKU-0299,FurniWorld,Cosmetic damage on body,29,Hyderabad,0,Minor Damage,72.7,457.92,36.53,31.49,389.9,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
300,ORD-64095,cust5651@example.com,Office Chair,Furniture,8214.57,SKU-0300,AutoParts India,Minor scratch on the surface,28,Bangalore,0,Minor Damage,72.8,5980.21,460.02,410.73,5109.46,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
301,ORD-24617,cust2441@example.com,Laptop Backpack,Electronics,1644.27,SKU-0301,TechVista Ltd,Wrong color delivered,9,Bangalore,0,No Damage,88.7,1458.47,29.6,82.21,1346.66,Restock,Main Warehouse,Low,High,True,False,Low
302,ORD-85443,cust4370@example.com,Board Game,Toys,625.92,SKU-0302,TechVista Ltd,Minor scratch on the surface,15,Hyderabad,0,Minor Damage,74.8,468.19,18.78,31.3,418.11,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
303,ORD-59570,cust5722@example.com,Denim Jacket,Clothing,1524.0,SKU-0303,AutoParts India,Wrong item delivered,7,Mumbai,0,No Damage,89.0,1356.36,21.34,76.2,1258.82,Restock,Main Warehouse,Medium,High,True,False,Low
304,ORD-50477,cust1858@example.com,Python Book,Books,547.25,SKU-0304,SportGear India,Wrong item delivered,25,Jaipur,0,No Damage,86.2,471.73,27.36,27.36,417.01,Restock,Main Warehouse,High,High,True,False,Low
305,ORD-26998,cust2566@example.com,Board Game,Toys,602.6,SKU-0305,GlobalImports,Cosmetic damage on body,20,Kolkata,0,Minor Damage,74.0,445.92,24.1,30.13,391.69,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
306,ORD-38577,cust5753@example.com,Python Book,Books,642.96,SKU-0306,FurniWorld,Cosmetic damage on body,1,Hyderabad,0,Minor Damage,76.8,493.79,1.29,32.15,460.35,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
307,ORD-95322,cust5233@example.com,Wireless Gaming Mouse,Electronics,1953.97,SKU-0307,FurniWorld,Minor scratch on the surface,1,Mumbai,0,Minor Damage,76.8,1500.65,3.91,97.7,1399.04,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
308,ORD-17568,cust5820@example.com,Cotton T-Shirt,Clothing,538.89,SKU-0308,TechVista Ltd,Received damaged packaging,15,Jaipur,0,Minor Damage,74.8,403.09,16.17,26.94,359.98,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
309,ORD-78248,cust5994@example.com,Yoga Mat,Sports,744.93,SKU-0309,GlobalImports,Screen cracked during delivery,2,Ahmedabad,63.15,Severe Damage,14.7,109.5,2.98,37.25,6.12,Liquidate,Liquidation Partner,Medium,High,False,True,High
310,ORD-44740,cust2194@example.com,Board Game,Toys,658.21,SKU-0310,HomeDecor Co,Doesn't fit my use case,26,Surat,0,No Damage,86.1,566.72,34.23,32.91,499.58,Restock,Main Warehouse,Low,High,True,False,Low
311,ORD-41674,cust6738@example.com,Running Shoes,Sports,1964.26,SKU-0311,SportGear India,Battery drains in one hour,4,Kolkata,157.61,Moderate Damage,53.4,1048.91,15.71,98.21,777.38,Refurbish,Repair Center,Low,High,True,False,Medium
312,ORD-68937,cust3495@example.com,Face Cream SPF,Beauty,443.92,SKU-0312,TechVista Ltd,Wrong item delivered,2,Jaipur,0,No Damage,89.7,398.2,1.78,22.2,374.22,Restock,Main Warehouse,Low,High,True,False,Low
313,ORD-20073,cust8698@example.com,Car Seat Cover,Automotive,2046.66,SKU-0313,HomeDecor Co,Wrong item delivered,14,Bangalore,0,No Damage,87.9,1799.01,57.31,102.33,1639.37,Restock,Main Warehouse,Low,High,True,False,Low
314,ORD-45255,cust4409@example.com,Badminton Set,Sports,891.34,SKU-0314,FurniWorld,Doesn't fit my use case,20,Surat,0,No Damage,87.0,775.47,35.65,44.57,695.25,Restock,Main Warehouse,High,High,True,False,Low
315,ORD-89537,cust3387@example.com,Action Figure Set,Toys,265.14,SKU-0315,HomeDecor Co,Size doesn't fit properly,19,Jaipur,0,No Damage,87.2,231.2,10.08,13.26,207.86,Restock,Main Warehouse,High,High,True,False,Low
316,ORD-15226,cust8631@example.com,Action Figure Set,Toys,311.44,SKU-0316,AutoParts India,Wrong color delivered,23,Delhi,0,No Damage,86.5,269.4,14.33,15.57,239.5,Restock,Main Warehouse,Low,High,True,False,Low
317,ORD-99615,cust4124@example.com,Denim Jacket,Clothing,1276.62,SKU-0317,HomeDecor Co,Wrong item delivered,28,Delhi,0,No Damage,85.8,1095.34,71.49,63.83,960.02,Restock,Main Warehouse,Low,High,True,False,Low
318,ORD-95087,cust6380@example.com,Denim Jacket,Clothing,1437.04,SKU-0318,HomeDecor Co,Duplicate order placed,30,Ahmedabad,0,No Damage,85.5,1228.67,86.22,71.85,1070.6,Restock,Main Warehouse,Medium,High,True,False,Low
319,ORD-63943,cust3434@example.com,Yoga Mat,Sports,883.29,SKU-0319,TechVista Ltd,Size doesn't fit properly,4,Jaipur,0,No Damage,89.4,789.66,7.07,44.16,738.43,Restock,Main Warehouse,Low,High,True,False,Low
320,ORD-87572,cust8637@example.com,Instant Pot,Home & Kitchen,3496.37,SKU-0320,FurniWorld,Missing parts in the package,11,Mumbai,557.68,Moderate Damage,52.4,1832.1,76.92,174.82,1022.68,Refurbish,Repair Center,Low,Medium,True,False,Medium
321,ORD-93033,cust7850@example.com,Face Cream SPF,Beauty,438.6,SKU-0321,HomeDecor Co,Duplicate order placed,9,Delhi,0,No Damage,88.7,389.04,7.89,21.93,359.22,Restock,Main Warehouse,Low,High,True,False,Low
322,ORD-57448,cust7236@example.com,Office Chair,Furniture,9228.86,SKU-0322,FashionHub India,Received damaged packaging,3,Jaipur,0,Minor Damage,76.5,7060.08,55.37,461.44,6543.27,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
323,ORD-49651,cust2535@example.com,LED TV 32 inch,Electronics,14410.69,SKU-0323,AutoParts India,"Dead on arrival, never worked",17,Ahmedabad,2576.55,Severe Damage,12.4,1786.93,489.96,720.53,-2000.11,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
324,ORD-86668,cust7600@example.com,Smart Watch,Electronics,5723.01,SKU-0324,TechVista Ltd,Cosmetic damage on body,16,Chennai,0,Minor Damage,74.6,4269.37,183.14,286.15,3800.08,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
325,ORD-71809,cust3434@example.com,Instant Pot,Home & Kitchen,3153.75,SKU-0325,GlobalImports,Device shattered when dropped,26,Delhi,147.17,Severe Damage,11.1,350.07,164.0,157.69,-118.79,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
326,ORD-76371,cust7663@example.com,Denim Jacket,Clothing,1697.96,SKU-0326,FurniWorld,Wrong color delivered,10,Ahmedabad,0,No Damage,88.5,1502.69,33.96,84.9,1383.83,Restock,Main Warehouse,Low,High,True,False,Low
327,ORD-76247,cust7942@example.com,Cookware Set,Home & Kitchen,1121.1,SKU-0327,FurniWorld,Device shattered when dropped,4,Pune,228.05,Severe Damage,14.4,161.44,8.97,56.05,-131.63,Scrap / E-Waste,Recycling Unit,Low,High,False,True,High
328,ORD-49692,cust8981@example.com,Board Game,Toys,573.47,SKU-0328,SportGear India,Duplicate order placed,15,Ahmedabad,0,No Damage,87.8,503.51,17.2,28.67,457.64,Restock,Main Warehouse,Low,High,True,False,Low
329,ORD-55876,cust6059@example.com,LED TV 32 inch,Electronics,17616.45,SKU-0329,BookBazaar,Minor scratch on the surface,28,Hyderabad,0,Minor Damage,72.8,12824.78,986.52,880.82,10957.44,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
330,ORD-45627,cust9193@example.com,Wireless Gaming Mouse,Electronics,1952.51,SKU-0330,HomeDecor Co,Quality much lower than expected,19,Bangalore,433.94,Moderate Damage,51.1,997.73,74.2,97.63,391.96,Refurbish,Repair Center,Low,Medium,True,False,Medium
331,ORD-82578,cust4769@example.com,Laptop Backpack,Electronics,1511.93,SKU-0331,TechVista Ltd,"Product is defective, stopped working after 2 days",6,Hyderabad,80.59,Moderate Damage,53.1,802.83,18.14,75.6,628.5,Refurbish,Repair Center,Low,Medium,True,False,Medium
332,ORD-84960,cust5659@example.com,Coffee Table,Furniture,5145.7,SKU-0332,GlobalImports,Product stopped working entirely,24,Kolkata,552.6,Severe Damage,11.4,586.61,246.99,257.29,-470.27,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
333,ORD-58231,cust5695@example.com,Running Shoes,Sports,1907.47,SKU-0333,HomeDecor Co,"Dead on arrival, never worked",17,Hyderabad,135.51,Severe Damage,12.4,236.53,64.85,95.37,-59.2,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
334,ORD-10299,cust4313@example.com,Python Book,Books,641.79,SKU-0334,GlobalImports,Screen cracked during delivery,14,Mumbai,18.93,Severe Damage,12.9,82.79,17.97,32.09,13.8,Liquidate,Liquidation Partner,Medium,Low,False,True,High
335,ORD-11642,cust7521@example.com,Coffee Table,Furniture,5483.77,SKU-0335,FashionHub India,Battery drains in one hour,19,Ahmedabad,1102.34,Moderate Damage,51.1,2802.21,208.38,274.19,1217.3,Refurbish,Repair Center,Low,Medium,True,False,Medium
336,ORD-50467,cust6194@example.com,Bluetooth Headphones,Electronics,3127.19,SKU-0336,FurniWorld,"Packaging damage only, product fine",29,Pune,0,Minor Damage,72.7,2273.47,181.38,156.36,1935.73,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
337,ORD-66812,cust6294@example.com,Protein Powder,Beauty,1000.72,SKU-0337,FashionHub India,"Changed my mind, don't need it",3,Pune,0,No Damage,89.5,895.64,6.0,50.04,839.6,Restock,Main Warehouse,Medium,High,True,False,Low
338,ORD-60097,cust5131@example.com,Denim Jacket,Clothing,1677.93,SKU-0338,GlobalImports,Minor scratch on the surface,10,Mumbai,0,Minor Damage,75.5,1266.84,33.56,83.9,1149.38,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
339,ORD-20633,cust6096@example.com,Python Book,Books,550.71,SKU-0339,BookBazaar,"Changed my mind, don't need it",14,Kolkata,0,No Damage,87.9,484.07,15.42,27.54,441.11,Restock,Main Warehouse,Low,High,True,False,Low
340,ORD-51867,cust6650@example.com,Action Figure Set,Toys,324.17,SKU-0340,BookBazaar,Product not as described in listing,3,Mumbai,0,Minor Damage,76.5,247.99,1.95,16.21,229.83,Repack and Discount,Discount Inventory Zone,Medium,High,True,False,Medium
341,ORD-97733,cust4457@example.com,Coffee Table,Furniture,4736.86,SKU-0341,HomeDecor Co,Received damaged packaging,1,Bangalore,0,Minor Damage,76.8,3637.91,9.47,236.84,3391.6,Repack and Discount,Discount Inventory Zone,Low,High,True,False,Medium
342,ORD-98712,cust9051@example.com,Face Cream SPF,Beauty,441.7,SKU-0342,HomeDecor Co,Device shattered when dropped,22,Ahmedabad,3.54,Severe Damage,11.7,51.68,19.43,22.09,6.62,Liquidate,Liquidation Partner,High,Low,False,True,High
343,ORD-36218,cust5866@example.com,Cookware Set,Home & Kitchen,1244.81,SKU-0343,HomeDecor Co,Missing parts in the package,8,Hyderabad,307.51,Moderate Damage,52.8,657.26,19.92,62.24,267.59,Refurbish,Repair Center,Medium,Medium,True,False,Medium
344,ORD-98115,cust6026@example.com,Badminton Set,Sports,871.79,SKU-0344,FurniWorld,"Changed my mind, don't need it",14,Bangalore,0,No Damage,87.9,766.3,24.41,43.59,698.3,Restock,Main Warehouse,Medium,High,True,False,Low
345,ORD-96024,cust5137@example.com,Cookware Set,Home & Kitchen,1481.88,SKU-0345,HomeDecor Co,Product stopped working entirely,30,Jaipur,77.32,Severe Damage,10.5,155.6,88.91,74.09,-84.72,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
346,ORD-34275,cust7602@example.com,Python Book,Books,634.02,SKU-0346,GlobalImports,"Changed my mind, don't need it",25,Surat,0,No Damage,86.2,546.53,31.7,31.7,483.13,Restock,Main Warehouse,Medium,High,True,False,Low
347,ORD-74689,cust2270@example.com,Wireless Gaming Mouse,Electronics,1694.69,SKU-0347,FashionHub India,Size doesn't fit properly,7,Ahmedabad,0,No Damage,89.0,1508.27,23.73,84.73,1399.81,Restock,Main Warehouse,High,High,True,False,Low
348,ORD-53106,cust4305@example.com,Cotton T-Shirt,Clothing,563.73,SKU-0348,BookBazaar,Screen cracked during delivery,23,Hyderabad,68.97,Severe Damage,11.6,65.39,25.93,28.19,-57.7,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
349,ORD-33748,cust7328@example.com,Laptop Backpack,Electronics,1747.52,SKU-0349,HomeDecor Co,Duplicate order placed,19,Chennai,0,No Damage,87.2,1523.84,66.41,87.38,1370.05,Restock,Main Warehouse,Low,High,True,False,Low
350,ORD-10555,cust7720@example.com,Bluetooth Headphones,Electronics,2721.39,SKU-0350,BookBazaar,Duplicate order placed,6,Hyderabad,0,No Damage,89.1,2424.76,32.66,136.07,2256.03,Restock,Main Warehouse,High,High,True,False,Low
351,ORD-57490,cust6845@example.com,Car Seat Cover,Automotive,2301.8,SKU-0351,AutoParts India,"Changed my mind, don't need it",26,Bangalore,0,No Damage,86.1,1981.85,119.69,115.09,1747.07,Restock,Main Warehouse,Medium,High,True,False,Low
352,ORD-67308,cust2924@example.com,Office Chair,Furniture,7915.94,SKU-0352,GlobalImports,Screen cracked during delivery,5,Chennai,1147.5,Severe Damage,14.2,1124.06,79.16,395.8,-498.4,Scrap / E-Waste,Recycling Unit,Low,Low,False,True,High
353,ORD-53596,cust4611@example.com,Denim Jacket,Clothing,1332.23,SKU-0353,FurniWorld,Screen cracked during delivery,26,Bangalore,164.08,Severe Damage,11.1,147.88,69.28,66.61,-152.09,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
354,ORD-88840,cust8662@example.com,Yoga Mat,Sports,730.47,SKU-0354,FashionHub India,Water damage inside device,28,Jaipur,164.08,Severe Damage,10.8,78.89,40.91,36.52,-162.62,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
355,ORD-82644,cust5347@example.com,Car Seat Cover,Automotive,2250.96,SKU-0355,SportGear India,Size doesn't fit properly,4,Bangalore,0,No Damage,89.4,2012.36,18.01,112.55,1881.8,Restock,Main Warehouse,Low,High,True,False,Low
356,ORD-58899,cust5007@example.com,Laptop Backpack,Electronics,1496.93,SKU-0356,FurniWorld,Received damaged packaging,6,Bangalore,0,Minor Damage,76.1,1139.16,17.96,74.85,1046.35,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
357,ORD-48918,cust1625@example.com,LED TV 32 inch,Electronics,17068.37,SKU-0357,AutoParts India,Duplicate order placed,2,Bangalore,0,No Damage,89.7,15310.33,68.27,853.42,14388.64,Restock,Main Warehouse,Medium,High,True,False,Low
358,ORD-51620,cust9396@example.com,Badminton Set,Sports,977.61,SKU-0358,FashionHub India,Missing parts in the package,1,Jaipur,100.85,Moderate Damage,53.9,526.93,1.96,48.88,375.24,Refurbish,Repair Center,Low,High,True,False,Medium
359,ORD-98599,cust2767@example.com,Protein Powder,Beauty,949.04,SKU-0359,FurniWorld,Missing parts in the package,24,Hyderabad,53.29,Moderate Damage,50.4,478.32,45.55,47.45,332.03,Refurbish,Repair Center,Medium,Medium,True,False,Medium
360,ORD-63975,cust9211@example.com,Smart Watch,Electronics,5374.24,SKU-0360,SportGear India,Product stopped working entirely,21,Ahmedabad,559.47,Severe Damage,11.8,634.16,225.72,268.71,-419.74,Scrap / E-Waste,Recycling Unit,Medium,Low,False,True,High
361,ORD-59635,cust8765@example.com,Wireless Gaming Mouse,Electronics,1730.9,SKU-0361,BookBazaar,"Packaging damage only, product fine",26,Chennai,0,Minor Damage,73.1,1265.29,90.01,86.55,1088.73,Repack and Discount,Discount Inventory Zone,Medium,Medium,True,False,Medium
362,ORD-17550,cust6723@example.com,Badminton Set,Sports,850.45,SKU-0362,HomeDecor Co,Missing parts in the package,29,Chennai,161.61,Moderate Damage,49.6,421.82,49.33,42.52,168.36,Refurbish,Repair Center,Medium,Low,True,False,Medium
363,ORD-47160,cust4574@example.com,Running Shoes,Sports,2041.66,SKU-0363,HomeDecor Co,Received damaged packaging,27,Kolkata,0,Minor Damage,73.0,1490.41,110.25,102.08,1278.08,Repack and Discount,Discount Inventory Zone,Low,Medium,True,False,Medium
364,ORD-29567,cust6750@example.com,Coffee Table,Furniture,5210.3,SKU-0364,FashionHub India,"Product is defective, stopped working after 2 days",14,Delhi,266.74,Moderate Damage,51.9,2704.15,145.89,260.52,2031.0,Refurbish,Repair Center,Medium,Medium,True,False,Medium
365,ORD-98489,cust4482@example.com,Coffee Table,Furniture,5292.07,SKU-0365,FurniWorld,Quality much lower than expected,1,Hyderabad,808.46,Moderate Damage,53.9,2852.43,10.58,264.6,1768.79,Refurbish,Repair Center,Low,High,True,False,Medium
